wall_type,wall_ext_rigid_in,roof_type,roof_deck_rigid_in,window_rsi,window_shgc,slab_rsi,furnace_efficiency_pct,eui_kwh_m2_yr,tedi_kwh_m2_yr,heating_demand_kwh_yr,peak_heating_load_w,peak_cooling_load_w,error
WA1,0.53,RA2,4.94,1.063,0.416,0.607,83.5,60.86892755783012,40.815882704559094,5374.448246521782,6521.317382813,3407.221435547,
WA2,2.84,RA1,0.69,1.206,0.412,2.721,84.5,54.75335600020603,33.77092848372352,3428.669164965158,5800.97265625,3317.775146484,
WA2,2.23,RA1,2.29,0.668,0.22,1.515,84.5,55.61659841427626,35.14726367639419,3703.244631851485,5867.031738281,3318.926513672,
WA2,0.91,RA1,4.18,0.587,0.501,2.492,87.0,55.43389039647828,35.094917528990415,3645.128854860548,5936.019042969,3346.120361328,
WA1,5.04,RA1,4.91,0.877,0.441,2.647,88.1,52.69308357216517,32.00382664148112,2773.347441385345,5515.129882813,3282.740478516,
WA1,1.79,RA2,2.37,1.269,0.216,1.864,88.8,56.24865075573599,36.42590520766545,3904.2833147900938,6075.577148438,3359.014892578,
WA1,5.7,RA1,2.69,1.354,0.275,0.912,83.3,54.98793411891733,34.42906176555934,3503.2820666915145,5699.440917969,3282.040283203,
WA1,0.47,RA2,4.1,0.682,0.57,0.742,90.1,59.64226795655715,40.74921212136131,4984.278432876312,6538.106445313,3412.991943359,
WA2,0.52,RA1,3.34,0.997,0.585,1.727,95.6,55.65472310484802,36.79816828316287,3715.3705540834076,6111.488769531,3363.075439453,
WA1,0.68,RA2,0.9,1.01,0.462,2.907,81.7,59.1518706292835,38.04658425073335,4828.295359695971,6390.206054688,3414.615478516,
WA1,4.71,RA1,5.2,1.292,0.595,1.05,91.1,53.951451563278965,34.340024234430075,3173.6037894833275,5685.86328125,3286.717041016,
WA2,1.03,RA1,2.42,1.056,0.506,1.415,86.7,56.90038841769365,36.971749934331314,4111.586103567047,6090.202148438,3349.217529297,
WA2,0.3,RA1,2.85,0.742,0.368,1.245,93.5,57.02375730586835,38.24434716346872,4150.824927487327,6253.5234375,3374.109130859,
WA2,5.06,RA2,5.15,1.116,0.638,0.954,85.1,53.79186688374805,33.404784973957575,3122.841799442718,5544.516601563,3263.868408203,
WA2,1.62,RA2,2.5,1.081,0.285,0.91,94.0,55.494142333234606,36.57102411928754,3664.2947079314363,5991.18359375,3328.796142578,
WA2,4.93,RA2,3.09,0.643,0.34,1.693,82.3,53.59452063679348,32.57516845803318,3060.0724307813916,5520.708007813,3271.128662109,
WA1,1.16,RA1,5.0,1.253,0.312,1.56,95.6,56.27872009040092,37.65315588170155,3913.848473131079,6201.641601563,3377.074462891,
WA1,2.21,RA2,2.79,0.857,0.615,2.155,84.1,56.005197753093256,35.35990782463792,3826.847062505922,5951.266601563,3344.037841797,
WA2,1.07,RA2,5.22,1.028,0.357,0.783,95.2,55.680801406081464,37.06578607762028,3723.6648249233763,6030.046875,3336.072021484,
WA1,0.16,RA2,0.3,1.268,0.551,0.918,83.8,62.61087014315177,42.384623471772876,5928.514002242811,6819.444335938,3451.977783203,
WA1,1.61,RA1,2.46,0.518,0.551,2.384,80.2,57.569196240335536,36.29319429071713,4324.316138459453,6105.9453125,3368.289794922,
WA1,3.61,RA1,0.05,0.727,0.562,1.159,96.4,55.43295093767235,36.63205539347153,3644.830460693642,6062.612792969,3333.276123047,
WA2,5.37,RA2,5.11,0.913,0.298,1.151,88.9,53.06532900418179,32.99081410015175,2891.749948146733,5504.518066406,3260.697021484,
WA2,0.04,RA1,6.0,1.37,0.578,1.838,90.1,56.647747377019755,37.16234449984383,4031.227216836093,6160.127929688,3376.227294922,
WA2,4.11,RA2,2.89,0.803,0.324,1.212,84.7,54.420960930563965,33.97151046541146,3322.941083491686,5655.137695313,3281.775634766,
WA2,0.9,RA1,4.59,1.31,0.562,2.476,90.2,54.9870046542704,35.053096515654154,3502.98692780239,5927.030273438,3345.197998047,
WA2,4.33,RA1,3.93,1.398,0.317,1.459,86.6,53.87503894216734,33.58042964957378,3149.298776408328,5612.510253906,3277.968017578,
WA1,2.06,RA1,4.28,1.118,0.487,1.611,96.0,55.033474535726604,36.157231915089895,3517.766116147546,6004.350097656,3346.078857422,
WA2,5.07,RA2,5.04,1.289,0.282,0.609,82.2,54.75287627620742,34.18130985367068,3428.515085242812,5604.017578125,3264.013427734,
WA2,5.68,RA1,5.4,1.089,0.3,0.942,94.8,52.654918904084084,33.20639383610744,2761.2090408200784,5517.990722656,3258.838134766,
WA2,2.23,RA2,3.51,0.917,0.253,0.492,90.8,55.94579865764267,36.78641047385573,3807.953561935252,5947.122070313,3310.969482422,
WA1,5.34,RA2,3.0,1.281,0.372,1.141,80.9,54.979978704600505,34.06716519523785,3500.7514133561567,5662.732910156,3282.265380859,
WA1,5.95,RA1,2.06,1.388,0.602,2.965,82.4,53.28732770795698,31.85217378991205,2962.3616559810007,5531.765625,3282.235595703,
WA1,2.93,RA1,3.79,0.659,0.486,0.362,84.6,57.85226640801836,37.9525236949382,4414.352759642594,6078.228515625,3324.246826172,
WA1,2.94,RA1,4.58,0.579,0.477,2.029,86.9,54.74933831597496,34.424960662762395,3427.390410797468,5805.532714844,3321.482666016,
WA2,0.03,RA2,3.2,1.158,0.628,2.714,92.9,56.00467805245863,36.5858362742327,3826.6813180613453,6157.575195313,3382.281982422,
WA1,4.06,RA1,3.76,0.724,0.512,1.263,82.2,55.52711332752017,34.83142908803333,3674.7816326620477,5776.547851563,3301.528564453,
WA2,1.0,RA2,4.94,0.768,0.331,2.279,90.1,54.82630062019822,34.9203907163021,3451.8712049837195,5889.467773438,3338.926513672,
WA2,5.33,RA2,5.97,0.808,0.606,1.302,83.2,53.47337380106075,32.753126467066636,3021.539173528343,5478.342773438,3259.272705078,
WA2,1.37,RA1,4.36,0.618,0.53,1.913,82.9,55.80342738957275,35.04500741854431,3762.6698163434694,5881.782714844,3331.593017578,
WA2,2.25,RA1,3.84,1.194,0.48,1.924,80.8,55.275165221607985,34.14284061438,3594.6424725979364,5760.962890625,3312.005126953,
WA1,0.29,RA1,0.69,0.9,0.256,1.02,91.9,60.59984266292482,41.91896996176635,5288.857968675531,6769.303710938,3444.963623047,
WA1,1.81,RA1,3.97,1.096,0.321,1.955,82.3,56.89142691713533,36.09572603450356,4108.733456064765,6033.097167969,3355.171630859,
WA1,1.7,RA1,4.71,0.948,0.474,2.412,94.1,55.003944890014296,35.640181897532855,3508.3748400289223,6003.160644531,3356.679443359,
WA1,4.22,RA2,1.77,0.535,0.423,0.9,95.9,54.40247825130338,35.47598065187022,3317.0635334869844,5844.48828125,3304.007568359,
WA2,0.02,RA1,4.03,1.316,0.576,2.123,82.5,57.909613351729995,37.160275505449306,4432.594675768299,6194.657714844,3382.566162109,
WA1,4.34,RA1,0.61,0.73,0.304,2.97,85.0,54.4446572719381,33.43682815764524,3330.479060719939,5770.344726563,3314.464111328,
WA2,0.6,RA1,1.05,0.536,0.331,2.474,85.3,57.02299774367106,36.483930854679954,4150.583770542689,6154.483886719,3372.425048828,
WA1,5.11,RA1,5.34,0.509,0.262,2.065,85.6,53.20769694144758,32.46963739443635,2937.0342362385168,5534.88671875,3280.643310547,
WA2,5.27,RA2,0.56,1.233,0.282,1.412,96.4,53.183963955114876,33.86469502138644,2929.484323176921,5673.598144531,3280.500732422,
WA2,4.14,RA2,2.87,0.88,0.599,0.792,82.3,55.217042057311865,34.59422693493268,3576.1566870275924,5700.919433594,3281.456787109,
WA1,0.62,RA1,5.47,0.934,0.456,1.511,90.4,58.062252035736336,38.90879413997682,4481.714955807594,6367.231445313,3402.668701172,
WA2,5.18,RA1,5.28,1.155,0.601,1.63,88.3,52.68412540241097,32.30670411097494,2770.4983202719545,5469.448730469,3264.196044922,
WA2,0.28,RA2,1.57,0.783,0.517,2.147,93.0,56.262162966996456,36.98078771152679,3908.5818172935324,6184.360351563,3377.648193359,
WA1,3.11,RA2,4.13,1.056,0.395,2.276,88.2,54.2073473943092,33.915738453219745,3254.9964762151085,5753.779296875,3316.640869141,
WA2,5.03,RA1,3.35,1.389,0.225,2.055,82.7,53.281457757786924,32.143138020141485,2960.495336535063,5499.392089844,3271.868408203,
WA2,5.22,RA2,0.45,0.942,0.308,2.921,80.9,53.5599972030856,31.92733665122161,3049.091799383718,5551.15625,3281.892822266,
WA1,2.42,RA2,1.41,0.913,0.561,1.537,94.6,55.34576119502199,36.2973877137282,3617.097984560345,6030.383789063,3344.420166016,
WA2,0.71,RA2,2.98,1.088,0.246,1.443,89.5,56.61310068172643,37.138304809678665,4020.2058951606095,6104.8359375,3354.482666016,
WA1,4.75,RA1,5.78,1.074,0.601,1.84,91.1,52.9686513978569,32.93031819727604,2860.9996225665777,5576.03125,3284.696044922,
WA2,2.18,RA2,0.33,0.701,0.405,1.834,90.5,55.01919276723654,35.16718925755742,3513.226185588359,5920.759277344,3328.334716797,
WA2,4.3,RA2,0.68,1.183,0.3,1.255,94.1,53.86234292638074,34.459158550975744,3145.2585202939845,5745.764648438,3290.730224609,
WA2,4.21,RA2,0.27,0.648,0.263,2.25,92.3,53.24653455509906,33.13894332949104,2949.3858529150643,5677.833984375,3295.164306641,
WA1,3.67,RA2,1.13,1.337,0.377,1.561,93.3,54.46432260324472,35.02330888545123,3336.7334010027203,5860.154296875,3317.417724609,
WA2,4.54,RA1,0.28,1.07,0.502,0.677,95.2,54.774720351642564,35.77878125960923,3435.464954970594,5885.413085938,3296.857666016,
WA2,5.78,RA1,0.03,1.163,0.449,1.497,89.9,54.18094594569037,34.181774971560486,3246.5999375972797,5742.630859375,3286.443115234,
WA1,4.38,RA1,0.77,0.849,0.47,2.689,88.6,54.058603132948484,33.541870329235664,3207.685007010593,5766.007324219,3312.402587891,
WA2,5.88,RA2,5.5,1.186,0.323,2.904,96.5,50.842347032067295,30.475261329761857,2184.675972858852,5313.394042969,3254.857177734,
WA2,0.83,RA1,3.62,1.298,0.431,2.584,89.3,55.30446499904332,35.24683785356264,3603.9632189942818,5966.378417969,3350.719482422,
WA2,1.21,RA1,3.75,0.762,0.355,2.132,96.7,54.252538012060185,35.10723512298531,3269.3709337266077,5913.184570313,3338.190673828,
WA1,4.26,RA2,4.56,1.006,0.462,2.848,92.1,52.59891118815837,32.32490663240543,2743.3949133058272,5569.58203125,3293.399169922,
WA2,4.85,RA2,3.14,0.523,0.265,2.126,83.4,53.11746895000808,32.038796030912,2908.33469204889,5487.524902344,3271.851318359,
WA1,4.1,RA2,0.88,0.556,0.553,0.891,89.2,55.55266859731484,35.87772667981716,3682.910701835218,5908.443847656,3311.226318359,
WA2,0.61,RA2,5.21,1.166,0.589,2.317,89.5,55.37181617713329,35.46966813092649,3625.386287622531,5967.25390625,3351.785400391,
WA1,4.16,RA2,0.28,0.843,0.387,2.438,91.6,53.9419603670537,33.86101415708127,3170.583498647578,5791.325195313,3314.806396484,
WA1,4.46,RA1,1.22,1.282,0.587,1.524,83.8,55.32778155888215,34.67086563939597,3611.379668722437,5814.21875,3307.598876953,
WA2,4.66,RA1,5.79,0.765,0.28,2.159,83.2,52.903712162976554,31.800015161366122,2840.34505421672,5448.397460938,3268.750732422,
WA1,2.26,RA1,2.57,1.001,0.259,1.898,84.3,56.374464901274735,35.833855008101956,3944.30230343322,6001.235351563,3346.658447266,
WA2,4.26,RA2,0.93,0.638,0.345,0.485,95.9,54.70449416473153,35.94016962022701,3413.127986619392,5849.401367188,3289.491455078,
WA2,4.74,RA2,3.3,0.566,0.518,1.742,96.3,52.21458272097152,32.56021579625109,2621.149633208031,5522.686035156,3272.561279297,
WA1,2.5,RA1,3.22,0.583,0.3,0.915,85.6,56.95298476752312,36.95037153745096,4128.315704135986,6044.384765625,3337.156005859,
WA2,1.31,RA2,4.52,0.977,0.648,2.533,96.7,53.66806491156561,34.30544683191427,3083.464629133439,5824.2265625,3330.622802734,
WA1,4.01,RA1,2.67,1.314,0.476,1.996,96.3,53.30807907965042,33.859499296185845,2968.9632184862817,5736.514648438,3306.781005859,
WA2,5.5,RA2,5.67,0.847,0.443,1.099,95.5,52.38020392057139,32.92138446710062,2673.8297546390636,5488.973144531,3258.158935547,
WA2,2.92,RA2,1.78,1.086,0.344,0.568,81.6,56.89140026546245,36.304588256395455,4108.725860509203,5908.610839844,3304.596923828,
WA1,1.26,RA1,3.78,0.692,0.508,2.565,83.5,57.18555737535967,36.45161561485855,4202.290856139611,6130.735351563,3376.534423828,
WA2,4.48,RA1,0.92,0.913,0.349,0.582,80.9,56.55635339192143,35.758554198753615,4002.1568498683923,5854.049804688,3291.679443359,
WA2,3.45,RA1,1.37,0.733,0.375,2.02,87.4,54.15979480414362,33.700407852505016,3239.8725070363425,5729.912109375,3302.411376953,
WA1,4.04,RA2,3.21,1.077,0.478,2.353,90.0,53.408068111354844,33.15187475557951,3000.7660612895015,5658.705078125,3301.132568359,
WA1,5.57,RA2,0.64,1.208,0.336,0.579,93.0,54.90113082028383,35.729776760222244,3475.671660836093,5844.009277344,3291.442626953,
WA2,2.37,RA2,3.96,0.927,0.44,0.711,86.6,55.787509897584236,35.91052494736871,3757.607424950531,5865.081054688,3306.699951172,
WA2,1.79,RA1,5.32,1.369,0.59,2.067,96.3,53.53109719550356,34.19669085389427,3039.898277154141,5773.921875,3318.009033203,
WA1,0.74,RA1,0.03,1.037,0.442,2.859,85.2,59.22534827574675,38.67739290975492,4851.666128047999,6500.872070313,3424.841552734,
WA2,2.48,RA1,3.88,0.961,0.272,0.935,94.2,54.57987932787936,35.50390908729306,3373.4887721432356,5842.349121094,3307.188720703,
WA1,1.09,RA1,4.8,1.267,0.583,2.821,96.9,55.3696607521269,36.4026720934651,3624.7013376219834,6134.266601563,3380.737060547,
WA2,1.74,RA1,0.4,0.588,0.527,1.641,85.6,56.553481713904496,36.201713368487155,4001.242950145439,6053.162597656,3343.529541016,
WA1,0.6,RA1,3.72,1.31,0.343,1.544,90.5,58.35514320863809,39.199571064436036,4574.879018382126,6420.1875,3408.971923828,
WA2,3.39,RA1,2.19,0.785,0.393,0.363,84.2,56.91219494546934,36.82462066234436,4115.340714958939,5934.606445313,3298.429443359,
WA1,1.66,RA2,2.16,1.112,0.349,1.622,87.6,56.90453935854249,37.044384759847134,4112.905819401436,6137.043457031,3364.468505859,
WA2,3.31,RA2,1.05,1.046,0.579,2.626,82.4,54.30601052319084,33.05687905949612,3286.380753462438,5681.905273438,3302.217529297,
WA1,4.4,RA2,3.76,1.155,0.601,2.601,90.7,52.87938285354134,32.54479375308005,2832.605253932751,5588.770996094,3293.341064453,
WA2,5.44,RA1,3.31,0.989,0.649,1.601,93.2,52.4820352240558,32.58473776833971,2706.2188063316416,5515.065429688,3267.725341797,
WA2,1.34,RA2,4.63,1.16,0.331,1.581,88.7,55.2399588481707,35.40396008549656,3583.4450984223117,5891.362304688,3329.491943359,
WA2,3.01,RA2,3.98,1.263,0.563,1.977,82.8,54.18993409792157,33.244553707097005,3249.4593667662343,5636.791992188,3294.721923828,
WA1,0.96,RA2,3.4,1.009,0.592,0.737,92.4,58.29988172907321,39.65867538999721,4557.299808368062,6390.154296875,3388.663330078,
WA2,1.31,RA1,2.93,0.557,0.366,0.463,83.5,58.354710124630344,38.22082749444292,4574.167212826001,6147.266601563,3338.478759766,
WA2,2.82,RA2,2.73,0.542,0.641,1.209,92.0,54.39524575335196,34.92628214640354,3314.763186262922,5787.985839844,3302.205810547,
WA2,3.47,RA2,3.42,0.839,0.37,1.907,95.3,52.74435735084929,33.088337618941274,2789.659019176172,5611.573242188,3289.010498047,
WA1,2.26,RA2,5.44,0.965,0.359,2.649,88.3,54.64703395272012,34.38387266649435,3394.8505343825473,5838.998046875,3335.005126953,
WA2,3.01,RA1,0.83,0.649,0.235,2.055,83.6,55.11503085809212,34.21471001429556,3543.7076850571884,5811.817382813,3313.604248047,
WA1,2.17,RA1,4.3,0.606,0.304,2.5,92.2,54.65543577600781,34.92400868395178,3397.524416884686,5912.291015625,3342.672607422,
WA2,2.87,RA2,3.54,1.083,0.385,0.996,82.2,55.62188869798437,34.98945341420721,3704.9264896306076,5774.94140625,3298.486572266,
WA1,3.78,RA1,0.24,1.015,0.225,1.034,83.1,57.09502955740351,36.52109492614585,4173.495554449908,6032.920898438,3327.884033203,
WA2,5.27,RA1,4.37,1.239,0.626,0.924,90.3,53.41044673953672,33.59012304936359,3001.5237112901077,5573.883789063,3265.797607422,
WA2,1.02,RA2,4.98,1.041,0.558,2.524,83.1,55.530304821245075,34.65113397321261,3675.7956301628587,5869.55859375,3338.197509766,
WA2,4.35,RA1,2.06,0.908,0.466,0.959,86.6,54.714471746563675,34.55377579819483,3416.301814677486,5727.3046875,3285.737548828,
WA1,1.21,RA1,5.16,0.954,0.389,0.746,81.6,59.43574699828117,38.94996742020077,4918.589413657093,6288.711914063,3374.483642578,
WA2,5.27,RA1,3.19,1.177,0.242,2.097,95.3,51.983375991720465,32.011682273150335,2547.6085089825315,5485.91015625,3269.941650391,
WA1,3.13,RA2,2.22,0.539,0.438,0.958,93.6,55.27370939384486,36.22934032421761,3594.1805042642336,5951.108398438,3322.876220703,
WA2,3.53,RA2,4.45,1.185,0.514,0.609,82.3,55.664997182392696,35.17321458441282,3718.6374271415766,5743.549804688,3285.096923828,
WA2,5.46,RA1,0.5,1.038,0.445,1.033,80.1,55.610445294230104,34.4931263840238,3701.288522961031,5747.204589844,3284.526123047,
WA1,3.12,RA1,2.25,0.685,0.562,1.433,81.8,56.66233230370393,35.91355605335581,4035.8667023953603,5946.250976563,3326.431396484,
WA2,1.57,RA2,3.22,1.008,0.475,2.978,86.8,54.460884584602276,33.847175520029865,3335.6399223907342,5793.833496094,3327.400634766,
WA1,3.31,RA2,3.35,0.661,0.452,1.632,96.8,53.774710106436935,34.67574879823442,3117.3863413827985,5802.797363281,3314.673583984,
WA2,4.41,RA2,5.13,1.093,0.537,1.533,91.9,52.69096479386396,32.786090505438494,2772.673884718139,5521.65625,3271.437744141,
WA1,1.29,RA1,2.4,0.805,0.448,2.197,92.0,56.48179636755291,37.076038408000734,3978.4415720716424,6200.54296875,3381.018310547,
WA1,5.79,RA2,0.03,0.582,0.265,2.804,87.4,53.43093159886793,32.608622454722884,3008.0376543508746,5645.9453125,3293.985595703,
WA1,1.33,RA2,0.48,0.534,0.373,2.959,90.4,56.620129963073765,36.76250713182553,4022.4411382179533,6221.266601563,3387.033935547,
WA2,5.67,RA1,4.92,1.076,0.398,0.885,91.2,53.13159414188493,33.38180216872675,2912.827964552485,5538.057617188,3260.190673828,
WA2,0.2,RA1,3.6,0.964,0.304,0.799,80.6,59.6595046880136,38.933116440226414,4989.761288714032,6301.934570313,3375.531982422,
WA1,5.85,RA1,0.52,0.748,0.38,2.125,86.9,53.92085253469371,33.27232052865488,3163.870173919985,5692.831054688,3294.443115234,
WA1,4.42,RA1,0.41,0.581,0.328,2.549,95.6,53.54317689899634,33.81436435281712,3043.7426782683274,5801.270507813,3315.083251953,
WA2,5.78,RA2,1.66,1.046,0.288,2.814,89.8,52.06606166365958,31.311044638272904,2573.9100498369057,5445.535644531,3268.503173828,
WA2,2.44,RA1,0.64,0.565,0.332,2.86,93.7,53.95129498666576,34.03708162911406,3173.5538761499542,5846.755371094,3325.764404297,
WA2,4.17,RA2,5.8,1.007,0.546,2.357,96.3,51.714834116571936,31.771793455364367,2462.1915708586425,5456.89453125,3273.033447266,
WA2,5.38,RA2,5.17,0.934,0.316,1.364,93.4,52.48681580128828,32.7762144921728,2707.73980244397,5487.560058594,3260.457275391,
WA1,4.8,RA1,2.47,0.818,0.441,2.207,84.5,53.962565157166246,33.08432926340702,3177.139216986156,5648.836914063,3295.052978516,
WA2,2.39,RA1,4.49,0.808,0.45,0.823,85.3,55.79053482141023,35.68213648711832,3758.570424117968,5850.606933594,3307.033447266,
WA1,1.1,RA2,4.48,1.337,0.286,2.303,84.0,57.31005228143051,36.76385611448353,4241.890194504624,6148.038085938,3379.020263672,
WA1,1.24,RA2,1.22,0.725,0.478,0.763,81.8,60.10646038933449,39.55982506188917,5131.927087438875,6397.179199219,3385.669189453,
WA1,3.68,RA2,4.59,0.987,0.219,1.628,90.6,53.95375023818882,34.13220397173227,3174.3340411505787,5721.176757813,3303.645263672,
WA2,2.94,RA2,5.91,1.324,0.326,0.939,89.8,54.338874913404815,34.68009168125597,3296.832142359688,5716.656738281,3291.303466797,
WA1,2.87,RA2,3.24,0.952,0.377,2.169,83.0,55.31130772130044,34.44287439020075,3606.1385120515774,5822.853515625,3324.926513672,
WA1,1.89,RA2,0.05,1.107,0.371,0.617,86.1,59.101686222663645,39.31182785121014,4812.330190516532,6356.033203125,3370.339599609,
WA2,3.29,RA1,1.42,0.924,0.476,1.32,88.5,54.97746015644601,35.0368671507116,3499.9495469666267,5828.44921875,3304.574462891,
WA1,4.2,RA2,2.23,1.269,0.326,0.827,82.2,56.106605965855614,35.50763387384856,3859.1034644761717,5836.295898438,3302.184814453,
WA1,4.32,RA1,4.82,1.0,0.585,0.87,93.6,54.17730137963972,34.96890099387209,3245.4410834296864,5756.1953125,3293.827880859,
WA1,4.83,RA2,1.06,0.95,0.648,2.601,88.8,53.44217178689142,32.905467455432586,3011.6140432426246,5659.260253906,3298.499755859,
WA2,1.8,RA2,3.37,1.011,0.379,2.18,81.0,55.40692593891138,34.25063682564463,3636.5540937425767,5796.42578125,3321.134033203,
WA2,5.03,RA2,0.58,1.17,0.317,1.305,89.5,54.03352758627912,34.058935698708204,3199.7097464486565,5694.740234375,3282.905029297,
WA2,0.12,RA2,0.73,1.281,0.633,0.877,89.8,58.74114071347782,39.562125603062384,4697.651913480344,6418.174804688,3390.086669922,
WA1,2.13,RA2,4.04,0.939,0.531,2.708,86.5,55.18965451076952,34.713215627918466,3567.443579242844,5893.885253906,3342.324462891,
WA2,3.79,RA2,0.87,0.651,0.563,1.244,90.7,54.42701410814679,34.71041553511767,3324.8687093265617,5777.326171875,3296.213134766,
WA2,0.47,RA1,2.06,0.782,0.494,2.233,90.3,56.30978218547093,36.58868476587061,3923.729386750095,6139.195800781,3370.930419922,
WA2,5.33,RA2,4.69,1.345,0.537,1.73,87.7,52.55638236933866,32.05024692417235,2729.8665385727822,5444.193359375,3262.114013672,
WA1,5.13,RA1,0.75,0.711,0.313,2.321,92.7,53.41526396347438,33.37017388438399,3003.0550154579996,5717.727050781,3301.470458984,
WA1,2.38,RA1,0.57,1.343,0.413,0.493,93.1,57.748093121310646,39.08191856099088,4381.789282949876,6300.737304688,3356.419189453,
WA1,1.57,RA1,0.93,1.089,0.598,1.17,84.2,58.92224299025433,38.67258309497882,4755.2582501930965,6328.627929688,3379.286376953,
WA2,3.76,RA2,0.79,1.255,0.213,2.108,94.6,53.13567845355158,33.3493155077697,2914.1267926090795,5687.768554688,3297.191162109,
WA2,2.8,RA2,5.23,1.341,0.447,0.708,96.1,54.167776870133316,35.35077804773306,3242.4110270383735,5781.881835938,3295.226318359,
WA1,3.79,RA2,3.82,1.008,0.436,2.045,85.3,54.20920299105232,33.58193395651852,3255.58702510447,5690.27734375,3303.690185547,
WA2,3.24,RA2,4.83,0.898,0.365,1.038,85.2,54.70448750224997,34.43430077200076,3413.1241888416102,5696.092773438,3288.656005859,
WA1,2.06,RA1,2.82,0.507,0.615,2.859,88.1,55.395719065915635,35.09609359802607,3632.9880129063904,5967.745117188,3351.503662109,
WA1,4.79,RA2,3.58,1.217,0.447,0.85,95.0,53.85753236667125,34.74855237954393,3143.729657514984,5725.604003906,3287.918212891,
WA2,1.5,RA2,4.29,1.081,0.573,0.935,81.3,56.99494724571732,36.33448942125767,4141.662329702219,5951.10546875,3325.995849609,
WA1,1.71,RA2,4.46,1.228,0.386,2.612,83.1,56.20866047338879,35.359918485132404,3891.5641306132516,5975.41796875,3354.858154297,
WA2,3.82,RA1,3.71,0.745,0.48,0.848,80.3,55.56992198541184,34.664124778264124,3688.3968129507175,5717.319335938,3285.510009766,
WA1,1.12,RA1,0.61,0.742,0.522,2.277,84.0,58.624587896760666,37.99851808969564,4660.581600950688,6356.733886719,3400.294677734,
WA1,2.96,RA1,2.05,0.78,0.56,2.995,87.9,54.60256291965712,34.09438747660636,3380.706925482343,5843.470703125,3331.140869141,
WA1,0.48,RA2,4.5,0.631,0.32,1.39,89.2,58.97132802977762,39.754205391950734,4770.869144372251,6456.267578125,3411.305908203,
WA1,5.37,RA1,1.5,0.843,0.206,2.933,92.1,52.76224370700737,32.39045487608855,2795.345596958499,5610.602539063,3292.664794922,
WA2,1.48,RA2,5.97,0.679,0.531,0.599,91.3,55.972316706238715,36.901534621002405,3816.388349442,5975.011230469,3322.651611328,
WA1,2.33,RA2,5.77,1.343,0.271,2.28,92.7,54.24563865565319,34.59234577902743,3267.178008169298,5841.219238281,3332.309326172,
WA1,2.89,RA2,1.79,0.824,0.223,2.117,96.5,54.0720620417365,34.81708023885984,3211.965334514017,5880.689453125,3330.404052734,
WA1,1.95,RA2,1.0,0.748,0.254,2.441,80.2,57.270048673246876,35.93774925481628,4229.16612755,6068.503417969,3360.864990234,
WA1,4.13,RA2,0.93,1.194,0.312,1.675,91.7,54.27093740637133,34.525260395438906,3275.2235267868455,5806.823242188,3310.376220703,
WA2,0.36,RA1,3.87,1.131,0.556,0.683,84.0,58.89649782969201,38.82949254319821,4747.067603519877,6268.790039063,3367.607666016,
WA2,4.4,RA2,0.13,0.84,0.526,1.014,80.7,55.92547037579796,34.93900185508893,3801.4868194300784,5802.60546875,3294.030029297,
WA2,3.26,RA2,2.94,1.01,0.445,1.208,88.0,54.51851803074077,34.53695818564682,3353.9721707387334,5732.737304688,3293.950439453,
WA1,3.19,RA1,2.7,1.237,0.444,1.553,93.2,54.61861033571265,35.2359095393665,3385.8086507642024,5880.418945313,3322.706298828,
WA2,5.3,RA1,3.72,0.828,0.479,1.2,81.1,54.281957721150164,33.32675528499453,3278.7285726229834,5564.772460938,3267.630615234,
WA2,3.14,RA1,2.99,0.996,0.476,1.205,90.9,54.41523423204399,34.7873561454486,3321.120065712452,5771.947265625,3298.664794922,
WA1,3.14,RA1,0.4,1.252,0.258,2.665,83.4,55.86580809878927,34.8328085596881,3782.5113963593426,5949.701171875,3339.212646484,
WA2,0.59,RA1,3.43,1.253,0.496,1.743,91.9,55.975654781544506,36.630546076347635,3817.451446109517,6089.416992188,3360.042724609,
WA2,2.2,RA1,3.64,0.564,0.619,0.903,88.4,55.584796745326976,35.87234887298644,3693.1282582322806,5891.251464844,3313.769287109,
WA1,4.81,RA2,0.36,1.002,0.622,1.452,86.3,55.19487150368718,34.934475397077264,3569.105091744173,5826.336425781,3303.893310547,
WA1,3.17,RA2,4.41,1.251,0.235,0.922,88.8,55.46136122797008,35.82356493937889,3653.868004311984,5878.544433594,3314.555908203,
WA1,3.19,RA1,1.14,0.974,0.312,2.007,83.0,55.96579379881626,35.08917044217648,3814.313696662562,5923.84375,3331.749267578,
WA2,4.6,RA1,3.46,1.107,0.516,1.482,81.8,54.394992565952876,33.508374969967065,3314.682619873968,5606.383789063,3276.343994141,
WA1,3.03,RA2,3.95,0.981,0.47,2.824,95.3,53.264990582686785,33.54412289774701,2955.257435141984,5739.53515625,3318.958740234,
WA2,2.47,RA2,3.8,1.244,0.346,0.988,89.3,54.97132369304041,35.30177237549082,3497.9983208539543,5816.006347656,3305.165771484,
WA2,2.16,RA2,2.71,1.364,0.2,0.442,84.8,57.16842724972145,37.2068404519328,4196.84163752414,5998.24609375,3315.273681641,
WA1,5.96,RA1,1.81,0.77,0.3,2.618,80.4,53.77017605324867,32.19541551315731,3115.9437416594214,5561.529296875,3283.540771484,
WA2,0.57,RA1,2.76,0.64,0.319,2.708,84.2,56.51004008707843,35.77421237358054,3987.4245909677174,6053.123535156,3363.566162109,
