wall_type,wall_ext_rigid_in,roof_type,roof_deck_rigid_in,window_rsi,window_shgc,slab_rsi,furnace_efficiency_pct,eui_kwh_m2_yr,tedi_kwh_m2_yr,heating_demand_kwh_yr,peak_heating_load_w,peak_cooling_load_w,error
WA1,2.37,RA1,4.17,1.38,0.534,2.715,82.9,55.486553373743334,34.49723814731524,3661.8820559850615,5867.743164063,3337.313720703,
WA2,2.03,RA1,3.57,1.392,0.255,2.571,92.3,53.69733470652395,33.73442429835112,3092.77506747422,5756.744140625,3317.745849609,
WA2,4.54,RA2,4.81,1.349,0.36,2.117,96.2,51.81327070972735,31.93796252595773,2493.500978661468,5464.708984375,3270.609619141,
WA2,0.88,RA2,2.73,0.61,0.42,0.962,96.0,55.96770603058257,37.43372982937852,3814.9237769408282,6114.376953125,3349.522705078,
WA1,4.43,RA1,4.98,0.948,0.212,0.825,90.3,54.51481349973612,34.94932358566403,3352.794599071125,5747.213867188,3291.615478516,
WA2,1.82,RA1,3.74,1.184,0.497,1.728,88.4,54.90176378921822,34.88072376735534,3475.873755002921,5843.94140625,3322.006103516,
WA2,1.76,RA1,2.99,0.954,0.444,2.495,89.2,54.4436811681736,34.224340303468956,3330.169815997469,5823.399414063,3326.355712891,
WA1,5.94,RA1,5.28,0.607,0.403,2.61,87.5,52.286311375636544,31.451517054558177,2643.963760726282,5434.802246094,3270.365966797,
WA1,1.06,RA1,3.96,1.201,0.598,0.785,87.3,58.87149890636383,39.372786846769905,4739.115129624625,6358.669921875,3384.677001953,
WA2,2.92,RA2,0.66,1.108,0.497,2.166,89.7,54.147431930774744,33.95008452204451,3235.9391300887514,5777.372558594,3311.386474609,
WA2,3.04,RA1,2.35,0.945,0.637,1.985,86.0,54.29817837133279,33.727240173037515,3283.8878065159993,5719.981445313,3303.289306641,
WA2,0.37,RA2,3.54,0.615,0.365,2.495,89.9,55.8399496708005,35.99541820013069,3774.2873835749856,6060.004394531,3365.742431641,
WA2,0.58,RA2,2.07,0.822,0.358,2.102,84.2,56.88879510068105,36.32789023894469,4107.896596064095,6085.935546875,3362.986083984,
WA2,5.46,RA1,0.39,0.774,0.352,0.402,85.5,56.239682591822785,36.181193996820255,3901.4314808989234,5880.893554688,3285.606689453,
WA2,3.41,RA2,5.41,0.74,0.513,1.908,96.8,52.37856153459137,32.82554722859555,2673.3070224164235,5566.558105469,3284.635498047,
WA2,1.93,RA2,0.59,0.94,0.511,0.896,88.4,56.52065396952239,36.841440406641944,3990.8021406926423,6046.145996094,3331.816162109,
WA2,3.69,RA1,2.18,0.892,0.424,2.595,93.4,52.787828959279054,32.67737663667739,2803.4838889094535,5622.93359375,3293.978759766,
WA1,1.59,RA2,1.78,1.016,0.562,2.005,96.3,55.60306288302036,36.726209334918934,3698.938262403595,6135.053710938,3368.804931641,
WA1,1.64,RA2,3.4,0.978,0.392,1.27,81.3,58.22294607564953,37.5359991991039,4532.258033070251,6148.5390625,3360.446044922,
WA2,2.6,RA2,3.24,0.68,0.381,2.006,87.7,54.02312358379412,33.68333268164164,3196.4000133904533,5703.971191406,3304.430908203,
WA1,3.77,RA1,3.1,0.668,0.425,2.101,94.0,53.52054660969104,33.830241281305355,3036.542699929234,5738.318847656,3309.262451172,
WA2,5.62,RA2,3.2,1.053,0.546,1.499,89.6,52.978898823728706,32.887041596336886,2864.258628680296,5518.066894531,3263.561767578,
WA1,2.19,RA1,0.89,0.635,0.508,1.146,87.4,57.556177078036825,37.767965330736516,4320.17578484503,6202.451171875,3359.086669922,
WA2,3.8,RA1,5.08,0.74,0.329,0.776,91.7,54.04256904185608,34.586001489687874,3202.5846378398455,5689.9921875,3281.585693359,
WA1,1.43,RA2,0.9,0.525,0.559,1.173,88.3,58.192210458769054,38.65655073653334,4523.053388896221,6317.86328125,3379.966064453,
WA2,3.88,RA2,0.22,0.643,0.261,1.035,93.7,54.48686294424569,35.17872244980028,3343.9054387862357,5836.061523438,3300.021240234,
WA1,5.78,RA1,2.92,0.518,0.587,0.572,90.2,54.66722897794706,35.13696518547002,3401.274959387687,5744.619628906,3280.057861328,
WA1,5.38,RA2,4.03,1.297,0.379,2.575,94.3,52.01617042194813,31.869491807311473,2558.038467879764,5492.400390625,3278.450439453,
WA1,3.43,RA1,3.0,0.609,0.499,1.888,93.2,54.034666930011696,34.42366327700252,3200.0710745045017,5801.9140625,3316.323974609,
WA2,5.31,RA2,1.43,0.61,0.563,1.223,89.9,53.63471413574476,33.68735532277995,3072.857532736064,5628.233886719,3274.391845703,
WA2,5.61,RA1,1.31,0.596,0.296,1.078,86.9,54.244775820188444,33.99696693852546,3266.9032142801893,5669.778320313,3276.432861328,
WA1,3.2,RA2,4.2,0.602,0.446,1.608,84.2,55.18920143844378,34.67669289344285,3567.3000786871735,5795.85546875,3314.463623047,
WA2,2.18,RA1,4.29,1.239,0.209,2.912,90.3,53.486462923345776,33.17201130833914,3025.7033988094518,5695.256835938,3312.016845703,
